 Percent |	Source code & Disassembly of sort for cycles
    0.00 :	  3516e36983:   je     3516e36a08 <random_r+0x88>
    0.00 :	  3516e36989:   test   %rdi,%rdi
    0.00 :	  3516e3698c:   je     3516e36a08 <random_r+0x88>
    0.07 :	  3516e3698e:   mov    0x18(%rdi),%edx
    9.50 :	  3516e36991:   mov    0x10(%rdi),%rcx
    0.00 :	  3516e36995:   test   %edx,%edx
    0.00 :	  3516e36997:   je     3516e369e8 <random_r+0x68>
    0.58 :	  3516e36999:   mov    (%rdi),%rdx
    0.29 :	  3516e3699c:   mov    0x8(%rdi),%r8
   12.16 :	  3516e369a0:   mov    0x28(%rdi),%r9
    0.86 :	  3516e369a4:   mov    (%r8),%eax
    1.22 :	  3516e369a7:   add    (%rdx),%eax
    5.54 :	  3516e369a9:   mov    %eax,(%rdx)
   15.47 :	  3516e369ab:   add    $0x4,%rdx
    0.00 :	  3516e369af:   shr    %eax
    0.00 :	  3516e369b1:   cmp    %rdx,%r9
    0.07 :	  3516e369b4:   mov    %eax,(%rsi)
   11.08 :	  3516e369b6:   jbe    3516e369d0 <random_r+0x50>
    0.00 :	  3516e369b8:   lea    0x4(%r8),%rax
    0.00 :	  3516e369bc:   mov    %rdx,(%rdi)
    0.07 :	  3516e369bf:   cmp    %rax,%r9
   10.58 :	  3516e369c2:   cmovbe %rcx,%rax
    0.14 :	  3516e369c6:   mov    %rax,0x8(%rdi)
   15.25 :	  3516e369ca:   xor    %eax,%eax
    0.00 :	  3516e369cc:   retq   
    0.00 :	  3516e369cd:   nopl   (%rax)
    1.15 :	  3516e369d0:   lea    0x4(%r8),%rax
    2.01 :	  3516e369d4:   mov    %rcx,%rdx
    0.36 :	  3516e369d7:   mov    %rdx,(%rdi)
    1.29 :	  3516e369da:   mov    %rax,0x8(%rdi)
    1.08 :	  3516e369de:   xor    %eax,%eax
    0.00 :	  3516e369e0:   retq   
    0.00 :	  3516e369e1:   nopl   0x0(%rax)
    0.00 :	  3516e369e8:   mov    (%rcx),%eax
    0.00 :	  3516e369ea:   imul   $0x41c64e6d,%eax,%eax
    0.00 :	  3516e369f0:   add    $0x3039,%eax
    0.00 :	  3516e369f5:   and    $0x7fffffff,%eax
    0.00 :	  3516e369fa:   mov    %eax,(%rcx)
    0.00 :	  3516e369fc:   mov    %eax,(%rsi)
    0.00 :	  3516e369fe:   xor    %eax,%eax
    0.00 :	  3516e36a00:   retq   
    0.00 :	  3516e36a01:   nopl   0x0(%rax)
    0.00 :	  3516e36a08:   mov    0x356591(%rip),%rax        # 351718cfa0 <_DYNAMIC+0x460>
    0.00 :	  3516e36a0f:   movl   $0x16,%fs:(%rax)
    0.00 :	  3516e36a16:   mov    $0xffffffff,%eax
    0.00 :	  3516e36a1b:   retq   
 Percent |	Source code & Disassembly of libc-2.12.so for cycles
--------------------------------------------------------------------
         :
         :
         :
         :	Disassembly of section .text:
         :
         :	0000003516e365b0 <random>:
   18.33 :	  3516e365b0:   sub    $0x18,%rsp
    0.00 :	  3516e365b4:   mov    $0x1,%esi
    0.10 :	  3516e365b9:   xor    %eax,%eax
   13.60 :	  3516e365bb:   cmpl   $0x0,0x35c0ae(%rip)        # 3517192670 <__libc_multiple_threads>
    0.10 :	  3516e365c2:   je     3516e365d4 <random+0x24>
    0.00 :	  3516e365c4:   lock cmpxchg %esi,0x358574(%rip)        # 351718eb40 <lock>
    0.00 :	  3516e365cc:   jne    3516e3678a <_L_lock_10>
    0.00 :	  3516e365d2:   jmp    3516e365e1 <random+0x31>
    0.00 :	  3516e365d4:   cmpxchg %esi,0x358565(%rip)        # 351718eb40 <lock>
   31.23 :	  3516e365db:   jne    3516e3678a <_L_lock_10>
    0.00 :	  3516e365e1:   lea    0x356ed8(%rip),%rdi        # 351718d4c0 <unsafe_state>
    0.10 :	  3516e365e8:   lea    0xc(%rsp),%rsi
    0.30 :	  3516e365ed:   callq  3516e36980 <random_r>
    0.59 :	  3516e365f2:   cmpl   $0x0,0x35c077(%rip)        # 3517192670 <__libc_multiple_threads>
   15.57 :	  3516e365f9:   je     3516e3660a <random+0x5a>
    0.00 :	  3516e365fb:   lock decl 0x35853e(%rip)        # 351718eb40 <lock>
    0.00 :	  3516e36602:   jne    3516e367a9 <_L_unlock_16>
    0.00 :	  3516e36608:   jmp    3516e36616 <random+0x66>
    0.10 :	  3516e3660a:   decl   0x358530(%rip)        # 351718eb40 <lock>
   15.27 :	  3516e36610:   jne    3516e367a9 <_L_unlock_16>
    0.10 :	  3516e36616:   movslq 0xc(%rsp),%rax
    4.63 :	  3516e3661b:   add    $0x18,%rsp
    0.00 :	  3516e3661f:   retq   
 Percent |	Source code & Disassembly of libc-2.12.so for cycles
--------------------------------------------------------------------
         :
         :
         :
         :	Disassembly of section .text:
         :
         :	0000003516e89050 <memcpy>:
    0.00 :	  3516e89050:   cmp    $0x20,%rdx
    0.00 :	  3516e89054:   mov    %rdi,%rax
    0.00 :	  3516e89057:   jae    3516e890d0 <memcpy+0x80>
    0.00 :	  3516e89059:   test   $0x1,%dl
    0.00 :	  3516e8905c:   je     3516e89069 <memcpy+0x19>
    0.00 :	  3516e8905e:   movzbl (%rsi),%ecx
    0.00 :	  3516e89061:   mov    %cl,(%rdi)
    0.00 :	  3516e89063:   inc    %rsi
    0.00 :	  3516e89066:   inc    %rdi
    0.00 :	  3516e89069:   test   $0x2,%dl
    0.00 :	  3516e8906c:   je     3516e89080 <memcpy+0x30>
    0.00 :	  3516e8906e:   movzwl (%rsi),%ecx
    0.00 :	  3516e89071:   mov    %cx,(%rdi)
    0.00 :	  3516e89074:   add    $0x2,%rsi
    0.00 :	  3516e89078:   add    $0x2,%rdi
    0.00 :	  3516e8907c:   nopl   0x0(%rax)
    0.00 :	  3516e89080:   test   $0x4,%dl
    0.00 :	  3516e89083:   je     3516e89091 <memcpy+0x41>
    0.00 :	  3516e89085:   mov    (%rsi),%ecx
    0.00 :	  3516e89087:   mov    %ecx,(%rdi)
    0.00 :	  3516e89089:   add    $0x4,%rsi
    0.00 :	  3516e8908d:   add    $0x4,%rdi
    0.00 :	  3516e89091:   test   $0x8,%dl
    0.00 :	  3516e89094:   je     3516e890a4 <memcpy+0x54>
    0.00 :	  3516e89096:   mov    (%rsi),%rcx
    0.00 :	  3516e89099:   mov    %rcx,(%rdi)
    0.00 :	  3516e8909c:   add    $0x8,%rsi
    0.00 :	  3516e890a0:   add    $0x8,%rdi
    0.00 :	  3516e890a4:   and    $0xf0,%edx
    0.00 :	  3516e890aa:   je     3516e890cb <memcpy+0x7b>
    0.00 :	  3516e890ac:   nopl   0x0(%rax)
    0.00 :	  3516e890b0:   mov    (%rsi),%rcx
    0.00 :	  3516e890b3:   mov    0x8(%rsi),%r8
    0.00 :	  3516e890b7:   mov    %rcx,(%rdi)
    0.00 :	  3516e890ba:   mov    %r8,0x8(%rdi)
    0.00 :	  3516e890be:   sub    $0x10,%edx
    0.00 :	  3516e890c1:   lea    0x10(%rsi),%rsi
    0.00 :	  3516e890c5:   lea    0x10(%rdi),%rdi
    0.00 :	  3516e890c9:   jne    3516e890b0 <memcpy+0x60>
    0.00 :	  3516e890cb:   repz retq 
    0.00 :	  3516e890cd:   nopl   (%rax)
    0.00 :	  3516e890d0:   mov    %rax,-0x8(%rsp)
    0.00 :	  3516e890d5:   mov    %esi,%ecx
    0.00 :	  3516e890d7:   and    $0x7,%ecx
    0.00 :	  3516e890da:   je     3516e89110 <memcpy+0xc0>
    0.00 :	  3516e890dc:   lea    -0x8(%rcx,%rdx,1),%rdx
    0.00 :	  3516e890e1:   sub    $0x8,%ecx
    0.00 :	  3516e890e4:   data32 data32 nopw %cs:0x0(%rax,%rax,1)
    0.00 :	  3516e890f0:   movzbl (%rsi),%eax
    0.00 :	  3516e890f3:   mov    %al,(%rdi)
    0.00 :	  3516e890f5:   inc    %ecx
    0.00 :	  3516e890f7:   lea    0x1(%rsi),%rsi
    0.00 :	  3516e890fb:   lea    0x1(%rdi),%rdi
    0.00 :	  3516e890ff:   jne    3516e890f0 <memcpy+0xa0>
    0.00 :	  3516e89101:   data32 data32 data32 data32 data32 nopw %cs:0x0(%rax,%rax,1)
    0.00 :	  3516e89110:   cmp    $0x400,%rdx
    0.00 :	  3516e89117:   ja     3516e89190 <memcpy+0x140>
    0.00 :	  3516e89119:   mov    %edx,%ecx
    0.00 :	  3516e8911b:   shr    $0x5,%ecx
    0.00 :	  3516e8911e:   je     3516e89180 <memcpy+0x130>
    0.00 :	  3516e89120:   dec    %ecx
    0.00 :	  3516e89122:   mov    (%rsi),%rax
    0.00 :	  3516e89125:   mov    0x8(%rsi),%r8
    0.00 :	  3516e89129:   mov    0x10(%rsi),%r9
    0.00 :	  3516e8912d:   mov    0x18(%rsi),%r10
    0.00 :	  3516e89131:   mov    %rax,(%rdi)
    0.00 :	  3516e89134:   mov    %r8,0x8(%rdi)
    0.00 :	  3516e89138:   mov    %r9,0x10(%rdi)
    0.00 :	  3516e8913c:   mov    %r10,0x18(%rdi)
    0.00 :	  3516e89140:   lea    0x20(%rsi),%rsi
    0.00 :	  3516e89144:   lea    0x20(%rdi),%rdi
    0.00 :	  3516e89148:   je     3516e89180 <memcpy+0x130>
    0.00 :	  3516e8914a:   dec    %ecx
    0.00 :	  3516e8914c:   mov    (%rsi),%rax
    0.00 :	  3516e8914f:   mov    0x8(%rsi),%r8
    0.00 :	  3516e89153:   mov    0x10(%rsi),%r9
    0.00 :	  3516e89157:   mov    0x18(%rsi),%r10
    0.00 :	  3516e8915b:   mov    %rax,(%rdi)
    0.00 :	  3516e8915e:   mov    %r8,0x8(%rdi)
    0.00 :	  3516e89162:   mov    %r9,0x10(%rdi)
    0.00 :	  3516e89166:   mov    %r10,0x18(%rdi)
    0.00 :	  3516e8916a:   lea    0x20(%rsi),%rsi
    0.00 :	  3516e8916e:   lea    0x20(%rdi),%rdi
    0.00 :	  3516e89172:   jne    3516e89120 <memcpy+0xd0>
    0.00 :	  3516e89174:   data32 data32 nopw %cs:0x0(%rax,%rax,1)
    0.00 :	  3516e89180:   and    $0x1f,%edx
    0.00 :	  3516e89183:   mov    -0x8(%rsp),%rax
    0.00 :	  3516e89188:   jne    3516e89059 <memcpy+0x9>
    0.00 :	  3516e8918e:   repz retq 
    0.00 :	  3516e89190:   mov    0x303f59(%rip),%r11        # 351718d0f0 <__x86_64_data_cache_size_half>
    0.00 :	  3516e89197:   cmp    %rdx,%r11
    0.00 :	  3516e8919a:   cmova  %rdx,%r11
    0.00 :	  3516e8919e:   mov    %r11,%rcx
    0.00 :	  3516e891a1:   and    $0xfffffffffffffff8,%r11
    0.00 :	  3516e891a5:   shr    $0x3,%rcx
    0.00 :	  3516e891a9:   je     3516e891b0 <memcpy+0x160>
    0.00 :	  3516e891ab:   rep movsq %ds:(%rsi),%es:(%rdi)
    0.00 :	  3516e891ae:   xchg   %ax,%ax
    0.00 :	  3516e891b0:   sub    %r11,%rdx
    0.00 :	  3516e891b3:   test   $0xfffffffffffffff8,%rdx
    0.00 :	  3516e891ba:   jne    3516e891d0 <memcpy+0x180>
    0.00 :	  3516e891bc:   and    $0x7,%edx
    0.00 :	  3516e891bf:   mov    -0x8(%rsp),%rax
    0.00 :	  3516e891c4:   jne    3516e89059 <memcpy+0x9>
    0.00 :	  3516e891ca:   repz retq 
    0.00 :	  3516e891cc:   nopl   0x0(%rax)
    0.00 :	  3516e891d0:   mov    0x303f29(%rip),%r8        # 351718d100 <__x86_64_shared_cache_size_half>
    0.00 :	  3516e891d7:   cmp    %rdx,%r8
    0.00 :	  3516e891da:   cmova  %rdx,%r8
    0.00 :	  3516e891de:   mov    %r8,%rcx
    0.00 :	  3516e891e1:   and    $0xffffffffffffffc0,%r8
    0.00 :	  3516e891e5:   shr    $0x6,%rcx
    0.00 :	  3516e891e9:   je     3516e8939a <memcpy+0x34a>
    0.00 :	  3516e891ef:   mov    %r14,-0x10(%rsp)
    0.00 :	  3516e891f4:   mov    %r13,-0x18(%rsp)
    0.00 :	  3516e891f9:   mov    %r12,-0x20(%rsp)
    0.00 :	  3516e891fe:   mov    %rbx,-0x28(%rsp)
    0.00 :	  3516e89203:   cmpl   $0x0,0x3091c6(%rip)        # 35171923d0 <__x86_64_prefetchw>
    0.00 :	  3516e8920a:   je     3516e892d0 <memcpy+0x280>
    0.00 :	  3516e89210:   dec    %rcx
    0.00 :	  3516e89213:   mov    (%rsi),%rax
    0.00 :	  3516e89216:   mov    0x8(%rsi),%rbx
    0.00 :	  3516e8921a:   mov    0x10(%rsi),%r9
    0.00 :	  3516e8921e:   mov    0x18(%rsi),%r10
    0.00 :	  3516e89222:   mov    0x20(%rsi),%r11
    0.00 :	  3516e89226:   mov    0x28(%rsi),%r12
    0.00 :	  3516e8922a:   mov    0x30(%rsi),%r13
    0.00 :	  3516e8922e:   mov    0x38(%rsi),%r14
    0.00 :	  3516e89232:   prefetcht0 0x380(%rsi)
    0.00 :	  3516e89239:   prefetcht0 0x3c0(%rsi)
    0.00 :	  3516e89240:   mov    %rax,(%rdi)
    0.00 :	  3516e89243:   mov    %rbx,0x8(%rdi)
    0.00 :	  3516e89247:   mov    %r9,0x10(%rdi)
    0.00 :	  3516e8924b:   mov    %r10,0x18(%rdi)
    0.00 :	  3516e8924f:   mov    %r11,0x20(%rdi)
    0.00 :	  3516e89253:   mov    %r12,0x28(%rdi)
    0.00 :	  3516e89257:   mov    %r13,0x30(%rdi)
    0.00 :	  3516e8925b:   mov    %r14,0x38(%rdi)
    0.00 :	  3516e8925f:   lea    0x40(%rsi),%rsi
    0.00 :	  3516e89263:   lea    0x40(%rdi),%rdi
    0.00 :	  3516e89267:   je     3516e89386 <memcpy+0x336>
    0.00 :	  3516e8926d:   dec    %rcx
    0.00 :	  3516e89270:   mov    (%rsi),%rax
    0.00 :	  3516e89273:   mov    0x8(%rsi),%rbx
    0.00 :	  3516e89277:   mov    0x10(%rsi),%r9
    0.00 :	  3516e8927b:   mov    0x18(%rsi),%r10
    0.00 :	  3516e8927f:   mov    0x20(%rsi),%r11
    0.00 :	  3516e89283:   mov    0x28(%rsi),%r12
    0.00 :	  3516e89287:   mov    0x30(%rsi),%r13
    0.00 :	  3516e8928b:   mov    0x38(%rsi),%r14
    0.00 :	  3516e8928f:   mov    %rax,(%rdi)
    0.00 :	  3516e89292:   mov    %rbx,0x8(%rdi)
    0.00 :	  3516e89296:   mov    %r9,0x10(%rdi)
    0.00 :	  3516e8929a:   mov    %r10,0x18(%rdi)
    0.00 :	  3516e8929e:   mov    %r11,0x20(%rdi)
    0.00 :	  3516e892a2:   mov    %r12,0x28(%rdi)
    0.00 :	  3516e892a6:   mov    %r13,0x30(%rdi)
    0.00 :	  3516e892aa:   mov    %r14,0x38(%rdi)
    0.00 :	  3516e892ae:   prefetchw 0x340(%rdi)
    0.00 :	  3516e892b5:   prefetchw 0x380(%rdi)
    0.00 :	  3516e892bc:   lea    0x40(%rsi),%rsi
    0.00 :	  3516e892c0:   lea    0x40(%rdi),%rdi
    0.00 :	  3516e892c4:   jne    3516e89210 <memcpy+0x1c0>
    0.00 :	  3516e892ca:   jmpq   3516e89386 <memcpy+0x336>
    0.00 :	  3516e892cf:   nop
    0.00 :	  3516e892d0:   dec    %rcx
    0.00 :	  3516e892d3:   mov    (%rsi),%rax
    0.00 :	  3516e892d6:   mov    0x8(%rsi),%rbx
    0.00 :	  3516e892da:   mov    0x10(%rsi),%r9
    0.00 :	  3516e892de:   mov    0x18(%rsi),%r10
    0.00 :	  3516e892e2:   mov    0x20(%rsi),%r11
    0.00 :	  3516e892e6:   mov    0x28(%rsi),%r12
    0.00 :	  3516e892ea:   mov    0x30(%rsi),%r13
    0.00 :	  3516e892ee:   mov    0x38(%rsi),%r14
    0.00 :	  3516e892f2:   prefetcht0 0x380(%rsi)
    0.00 :	  3516e892f9:   prefetcht0 0x3c0(%rsi)
    0.00 :	  3516e89300:   mov    %rax,(%rdi)
    0.23 :	  3516e89303:   mov    %rbx,0x8(%rdi)
    0.00 :	  3516e89307:   mov    %r9,0x10(%rdi)
    0.00 :	  3516e8930b:   mov    %r10,0x18(%rdi)
    0.00 :	  3516e8930f:   mov    %r11,0x20(%rdi)
    0.00 :	  3516e89313:   mov    %r12,0x28(%rdi)
    0.00 :	  3516e89317:   mov    %r13,0x30(%rdi)
    0.00 :	  3516e8931b:   mov    %r14,0x38(%rdi)
    0.00 :	  3516e8931f:   lea    0x40(%rsi),%rsi
    0.00 :	  3516e89323:   lea    0x40(%rdi),%rdi
    0.00 :	  3516e89327:   je     3516e89386 <memcpy+0x336>
    0.00 :	  3516e89329:   dec    %rcx
    0.00 :	  3516e8932c:   mov    (%rsi),%rax
    0.00 :	  3516e8932f:   mov    0x8(%rsi),%rbx
    0.00 :	  3516e89333:   mov    0x10(%rsi),%r9
    0.00 :	  3516e89337:   mov    0x18(%rsi),%r10
    0.00 :	  3516e8933b:   mov    0x20(%rsi),%r11
    0.00 :	  3516e8933f:   mov    0x28(%rsi),%r12
    0.00 :	  3516e89343:   mov    0x30(%rsi),%r13
    0.00 :	  3516e89347:   mov    0x38(%rsi),%r14
    0.00 :	  3516e8934b:   prefetcht0 0x340(%rdi)
    0.00 :	  3516e89352:   prefetcht0 0x380(%rdi)
    0.00 :	  3516e89359:   mov    %rax,(%rdi)
    0.00 :	  3516e8935c:   mov    %rbx,0x8(%rdi)
    0.00 :	  3516e89360:   mov    %r9,0x10(%rdi)
    0.00 :	  3516e89364:   mov    %r10,0x18(%rdi)
    0.00 :	  3516e89368:   mov    %r11,0x20(%rdi)
    0.00 :	  3516e8936c:   mov    %r12,0x28(%rdi)
    0.00 :	  3516e89370:   mov    %r13,0x30(%rdi)
    0.00 :	  3516e89374:   mov    %r14,0x38(%rdi)
    0.00 :	  3516e89378:   lea    0x40(%rsi),%rsi
    0.00 :	  3516e8937c:   lea    0x40(%rdi),%rdi
    0.00 :	  3516e89380:   jne    3516e892d0 <memcpy+0x280>
    0.00 :	  3516e89386:   mov    -0x28(%rsp),%rbx
    0.00 :	  3516e8938b:   mov    -0x20(%rsp),%r12
    0.00 :	  3516e89390:   mov    -0x18(%rsp),%r13
    0.00 :	  3516e89395:   mov    -0x10(%rsp),%r14
    0.00 :	  3516e8939a:   sub    %r8,%rdx
    0.00 :	  3516e8939d:   test   $0xffffffffffffffc0,%rdx
    0.00 :	  3516e893a4:   jne    3516e893c0 <memcpy+0x370>
    0.00 :	  3516e893a6:   and    $0x3f,%edx
    0.00 :	  3516e893a9:   mov    -0x8(%rsp),%rax
    0.00 :	  3516e893ae:   jne    3516e89059 <memcpy+0x9>
    0.00 :	  3516e893b4:   repz retq 
    0.00 :	  3516e893b6:   nopw   %cs:0x0(%rax,%rax,1)
    0.00 :	  3516e893c0:   mov    %rdx,%rcx
    0.00 :	  3516e893c3:   shr    $0x7,%rcx
    0.00 :	  3516e893c7:   je     3516e894a5 <memcpy+0x455>
    0.00 :	  3516e893cd:   mov    %r14,-0x10(%rsp)
    0.00 :	  3516e893d2:   mov    %r13,-0x18(%rsp)
    0.00 :	  3516e893d7:   mov    %r12,-0x20(%rsp)
    0.00 :	  3516e893dc:   nopl   0x0(%rax)
    0.46 :	  3516e893e0:   prefetchnta 0x300(%rsi)
   26.15 :	  3516e893e7:   prefetchnta 0x340(%rsi)
   24.54 :	  3516e893ee:   dec    %rcx
    0.00 :	  3516e893f1:   mov    (%rsi),%rax
    0.23 :	  3516e893f4:   mov    0x8(%rsi),%r8
    0.23 :	  3516e893f8:   mov    0x10(%rsi),%r9
    1.15 :	  3516e893fc:   mov    0x18(%rsi),%r10
    0.00 :	  3516e89400:   mov    0x20(%rsi),%r11
    0.00 :	  3516e89404:   mov    0x28(%rsi),%r12
    2.75 :	  3516e89408:   mov    0x30(%rsi),%r13
    0.69 :	  3516e8940c:   mov    0x38(%rsi),%r14
    0.00 :	  3516e89410:   movnti %rax,(%rdi)
    2.06 :	  3516e89414:   movnti %r8,0x8(%rdi)
    2.06 :	  3516e89419:   movnti %r9,0x10(%rdi)
   10.09 :	  3516e8941e:   movnti %r10,0x18(%rdi)
    1.38 :	  3516e89423:   movnti %r11,0x20(%rdi)
    2.06 :	  3516e89428:   movnti %r12,0x28(%rdi)
    1.83 :	  3516e8942d:   movnti %r13,0x30(%rdi)
    2.06 :	  3516e89432:   movnti %r14,0x38(%rdi)
    1.61 :	  3516e89437:   mov    0x40(%rsi),%rax
    0.23 :	  3516e8943b:   mov    0x48(%rsi),%r8
    0.00 :	  3516e8943f:   mov    0x50(%rsi),%r9
    0.23 :	  3516e89443:   mov    0x58(%rsi),%r10
    0.00 :	  3516e89447:   mov    0x60(%rsi),%r11
    0.00 :	  3516e8944b:   mov    0x68(%rsi),%r12
    2.75 :	  3516e8944f:   mov    0x70(%rsi),%r13
    0.92 :	  3516e89453:   mov    0x78(%rsi),%r14
    0.46 :	  3516e89457:   movnti %rax,0x40(%rdi)
    4.13 :	  3516e8945c:   movnti %r8,0x48(%rdi)
    1.38 :	  3516e89461:   movnti %r9,0x50(%rdi)
    0.69 :	  3516e89466:   movnti %r10,0x58(%rdi)
    1.61 :	  3516e8946b:   movnti %r11,0x60(%rdi)
    3.44 :	  3516e89470:   movnti %r12,0x68(%rdi)
    1.38 :	  3516e89475:   movnti %r13,0x70(%rdi)
    2.29 :	  3516e8947a:   movnti %r14,0x78(%rdi)
    0.69 :	  3516e8947f:   lea    0x80(%rsi),%rsi
    0.00 :	  3516e89486:   lea    0x80(%rdi),%rdi
    0.23 :	  3516e8948d:   jne    3516e893e0 <memcpy+0x390>
    0.00 :	  3516e89493:   sfence 
    0.00 :	  3516e89496:   mov    -0x20(%rsp),%r12
    0.00 :	  3516e8949b:   mov    -0x18(%rsp),%r13
    0.00 :	  3516e894a0:   mov    -0x10(%rsp),%r14
    0.00 :	  3516e894a5:   and    $0x7f,%edx
    0.00 :	  3516e894a8:   mov    -0x8(%rsp),%rax
    0.00 :	  3516e894ad:   jne    3516e89059 <memcpy+0x9>
    0.00 :	  3516e894b3:   repz retq 
 Percent |	Source code & Disassembly of libc-2.12.so for cycles
--------------------------------------------------------------------
         :
         :
         :
         :	Disassembly of section .text:
         :
         :	0000003516e36c60 <rand>:
   42.86 :	  3516e36c60:   sub    $0x8,%rsp
    0.00 :	  3516e36c64:   callq  3516e365b0 <random>
   45.19 :	  3516e36c69:   add    $0x8,%rsp
   11.95 :	  3516e36c6d:   retq   
 Percent |	Source code & Disassembly of sort for cycles
------------------------------------------------------------
         :
         :
         :
         :	Disassembly of section .plt:
         :
         :	00000000004006b0 <rand@plt>:
  100.00 :	  4006b0:       jmpq   *0x201b7a(%rip)        # 602230 <_GLOBAL_OFFSET_TABLE_+0x50>
    0.00 :	  4006b6:       pushq  $0x7
    0.00 :	  4006bb:       jmpq   400630 <_init+0x18>
 Percent |	Source code & Disassembly of [mx_driver] for cycles
-------------------------------------------------------------------
 Percent |	Source code & Disassembly of nfs.ko for cycles
--------------------------------------------------------------
         :
         :
         :
         :	Disassembly of section .text:
         :
         :	0000000000019a80 <nfs_clear_request_commit>:
    0.00 :	  19a80:       push   %rbp
    0.00 :	  19a81:       mov    %rsp,%rbp
    0.00 :	  19a84:       push   %rbx
    0.00 :	  19a85:       sub    $0x8,%rsp
    0.00 :	  19a89:       callq  19a8e <nfs_clear_request_commit+0xe>
    0.00 :	  19a8e:       mov    0x10(%rdi),%rbx
    0.00 :	  19a92:       lock btrl $0x2,0x48(%rdi)
  100.00 :	  19a98:       sbb    %edx,%edx
    0.00 :	  19a9a:       xor    %eax,%eax
    0.00 :	  19a9c:       test   %edx,%edx
    0.00 :	  19a9e:       je     19afb <nfs_clear_request_commit+0x7b>
    0.00 :	  19aa0:       mov    %rbx,%rdi
    0.00 :	  19aa3:       mov    $0x10,%esi
    0.00 :	  19aa8:       callq  19aad <nfs_clear_request_commit+0x2d>
    0.00 :	  19aad:       mov    0x18(%rbx),%rax
    0.00 :	  19ab1:       mov    0x68(%rax),%rdi
    0.00 :	  19ab5:       callq  *0x0
    0.00 :	  19abc:       mov    %rax,%rbx
    0.00 :	  19abf:       callq  *0x0
    0.00 :	  19ac6:       mov    $0xffffffff,%eax
    0.00 :	  19acb:       add    $0x60,%rdi
    0.00 :	  19acf:       mov    $0xffffffffffffffff,%rsi
    0.00 :	  19ad6:       bsr    0x0(%rip),%edx        # 19add <nfs_clear_request_commit+0x5d>
    0.00 :	  19add:       cmove  %eax,%edx
    0.00 :	  19ae0:       lea    0x8(,%rdx,8),%edx
    0.00 :	  19ae7:       callq  19aec <nfs_clear_request_commit+0x6c>
    0.00 :	  19aec:       mov    %rbx,%rdi
    0.00 :	  19aef:       callq  *0x0
    0.00 :	  19af6:       mov    $0x1,%eax
    0.00 :	  19afb:       add    $0x8,%rsp
    0.00 :	  19aff:       pop    %rbx
    0.00 :	  19b00:       leaveq 
    0.00 :	  19b01:       retq   
 Percent |	Source code & Disassembly of ld-2.12.so for cycles
------------------------------------------------------------------
         :
         :
         :
         :	Disassembly of section .text:
         :
         :	0000003516a0b2f0 <_dl_relocate_object>:
    0.00 :	  3516a0b2f0:   push   %rbp
    0.00 :	  3516a0b2f1:   mov    %rsp,%rbp
    0.00 :	  3516a0b2f4:   push   %r15
    0.00 :	  3516a0b2f6:   push   %r14
    0.00 :	  3516a0b2f8:   push   %r13
    0.00 :	  3516a0b2fa:   push   %r12
    0.00 :	  3516a0b2fc:   mov    %edx,%r12d
    0.00 :	  3516a0b2ff:   and    $0x1,%r12d
    0.00 :	  3516a0b303:   push   %rbx
    0.00 :	  3516a0b304:   mov    %rdi,%rbx
    0.00 :	  3516a0b307:   sub    $0xb8,%rsp
    0.00 :	  3516a0b30e:   and    $0x8000000,%edx
    0.00 :	  3516a0b314:   mov    %rsi,-0xa0(%rbp)
    0.00 :	  3516a0b31b:   mov    %ecx,-0xb4(%rbp)
    0.00 :	  3516a0b321:   jne    3516a0b338 <_dl_relocate_object+0x48>
    0.00 :	  3516a0b323:   xor    %eax,%eax
    0.00 :	  3516a0b325:   cmpq   $0x0,0x21497b(%rip)        # 3516c1fca8 <_rtld_global_ro+0x108>
    0.00 :	  3516a0b32d:   setne  %al
    0.00 :	  3516a0b330:   or     %eax,%ecx
    0.00 :	  3516a0b332:   mov    %ecx,-0xb4(%rbp)
    0.00 :	  3516a0b338:   testb  $0x4,0x314(%rbx)
    0.00 :	  3516a0b33f:   jne    3516a0b708 <_dl_relocate_object+0x418>
    0.00 :	  3516a0b345:   mov    -0xb4(%rbp),%esi
    0.00 :	  3516a0b34b:   test   %esi,%esi
    0.00 :	  3516a0b34d:   je     3516a0b798 <_dl_relocate_object+0x4a8>
    0.00 :	  3516a0b353:   testb  $0x20,0x214846(%rip)        # 3516c1fba0 <_rtld_global_ro>
    0.00 :	  3516a0b35a:   jne    3516a0be87 <_dl_relocate_object+0xb97>
    0.00 :	  3516a0b360:   cmpq   $0x0,0xf0(%rbx)
    0.00 :	  3516a0b368:   jne    3516a0bf37 <_dl_relocate_object+0xc47>
    0.00 :	  3516a0b36e:   movq   $0x0,-0xc8(%rbp)
    0.00 :	  3516a0b379:   mov    0x68(%rbx),%rax
    0.00 :	  3516a0b37d:   test   %r12b,%r12b
    0.00 :	  3516a0b380:   mov    %r12d,%r13d
    0.00 :	  3516a0b383:   mov    0x8(%rax),%rax
    0.00 :	  3516a0b387:   mov    %rax,-0xa8(%rbp)
    0.00 :	  3516a0b38e:   jne    3516a0b740 <_dl_relocate_object+0x450>
    0.00 :	  3516a0b394:   test   %r13b,%r13b
    0.00 :	  3516a0b397:   mov    0x288(%rbx),%rax
    0.00 :	  3516a0b39e:   jne    3516a0b720 <_dl_relocate_object+0x430>
    0.00 :	  3516a0b3a4:   mov    0x78(%rbx),%rdx
